变量,β系数,SE,OR值,95%CI下限,95%CI上限,P值
首次异常D-二聚体检测数值（μg/ml FEU）_9.14,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_8.39,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_腰椎间盘突出,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_左侧多发肋骨骨折（4-8肋）,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_左侧附件区转移性鳞癌,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_左股骨颈骨折,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_左肺腺癌Ⅲ期,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_2.37,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_2.52,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_2.67,29.6954,1820413.9668,7880631149579.958,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_2.95,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_右膝半月板损伤,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_3.24,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_右侧丘脑出血,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_右侧基底节区脑出血,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_右侧颞叶出血,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_3.66,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_3.4,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_多处受压区压疮 IV期,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_便血,29.6954,1820413.9668,7880631149579.958,0.0,inf,0.9999869845404147
主要疾病诊断_全身多发损伤,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_4.56,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_3.53,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_3.8,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_4.2,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_4.16,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_3.81,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_6.4,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_29.74,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_1.83,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_左侧基底节脑出血,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_大脑中动脉瘤破裂伴蛛网膜下隙出血,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_头晕查因：后循环缺血？,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_大脑动脉闭塞脑梗死,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_大脑前-前交通动脉瘤破裂伴蛛网膜下腔出血,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
入院科室_内分泌科,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_胸椎脱位t11/t12,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_1.12,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_细菌性肺炎,29.6954,1820413.9668,7880631149580.015,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_1.37,29.6954,1820413.9668,7880631149579.958,0.0,inf,0.9999869845404147
主要疾病诊断_急性上消化道出血：消化性溃疡并出血,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_1.42,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_1.28,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_左额叶、胼胝体膝部脑出血,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_2.1,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_2.16,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_1.71,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_1.66,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_感染性休克,29.6954,1820413.9668,7880631149580.015,0.0,inf,0.9999869845404147
主要疾病诊断_恶性肿瘤靶向治疗,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_急性脑梗死 ,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
入院科室_心胸外科,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_手术后恶性肿瘤化学治疗第三次化疗后,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
主要疾病诊断_脑干出血,29.6954,1820413.9668,7880631149579.958,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_0.66,29.6954,1820413.9668,7880631149579.958,0.0,inf,0.9999869845404147
主要疾病诊断_慢性阻塞性肺病伴有急性下呼吸道感染,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_0.65,29.6954,1820413.9668,7880631149579.902,0.0,inf,0.9999869845404147
首次异常D-二聚体检测数值（μg/ml FEU）_0.99,29.6954,1820413.9668,7880631149580.015,0.0,inf,0.9999869845404147
主要疾病诊断_急性脑梗死,-30.4871,3620500.3349,0.0,0.0,inf,0.9999932812620314
首次异常D-二聚体检测数值（μg/ml FEU）_1.21,-30.4871,3620500.3349,0.0,0.0,inf,0.9999932812620314
入院科室_感染科,-30.4871,3620500.3349,0.0,0.0,inf,0.9999932812620314
主要疾病诊断_慢性肾脏病5期,-30.4871,3620500.3349,0.0,0.0,inf,0.9999932812620314
入院科室_血液科,-30.4871,3620500.3349,0.0,0.0,inf,0.9999932812620314
入院科室_甲乳血管外科,-65.8135,130210463070330.47,0.0,0.0,inf,0.9999999999995968
